,gloss_bbox,gloss_instance_id,gloss_split,gloss_video_id,gloss
7036,"[82, 18, 199, 192]",12,train,49702,score
7037,"[241, 38, 495, 400]",16,train,49706,score
7038,"[330, 24, 772, 480]",17,train,49692,score
7040,"[52, 0, 581, 480]",1,train,50413,sentence
7041,"[32, 16, 241, 192]",2,train,50414,sentence
7042,"[36, 16, 218, 192]",3,train,50415,sentence
7046,"[211, 35, 512, 400]",8,train,50420,sentence
7047,"[215, 16, 587, 414]",9,val,50408,sentence
7048,"[122, 43, 1680, 1080]",10,train,50409,sentence
7049,"[303, 72, 1674, 1080]",11,train,50410,sentence
7050,"[60, 0, 559, 480]",12,train,50411,sentence
7051,"[96, 0, 557, 480]",13,train,50412,sentence
7053,"[581, 66, 1393, 1080]",1,train,69465,shape
7058,"[243, 36, 511, 400]",6,train,50845,shape
7059,"[60, 7, 261, 240]",7,train,50835,shape
7060,"[657, 76, 1626, 1080]",8,train,50836,shape
7061,"[125, 0, 533, 480]",9,test,50837,shape
7062,"[92, 19, 583, 480]",10,train,50838,shape
7063,"[69, 16, 258, 240]",12,test,50840,shape
7064,"[63, 5, 229, 192]",13,val,50841,shape
7069,"[411, 54, 806, 720]",6,train,51916,sit
7072,"[216, 51, 568, 400]",9,train,51927,sit
7073,"[670, 139, 1495, 1080]",10,train,51917,sit
7074,"[347, 21, 804, 480]",11,test,51918,sit
7075,"[109, 0, 578, 480]",12,train,51919,sit
7076,"[54, 0, 317, 240]",13,test,51920,sit
7077,"[79, 15, 235, 192]",14,val,51921,sit
7081,"[248, 39, 503, 400]",3,train,52515,slow
7082,"[188, 43, 471, 370]",4,train,66508,slow
7083,"[65, 0, 273, 240]",5,train,52506,slow
7085,"[246, 12, 540, 414]",7,train,52507,slow
7086,"[771, 79, 1595, 1080]",8,train,52508,slow
7087,"[145, 0, 525, 480]",9,test,52509,slow
7088,"[141, 26, 546, 480]",10,train,52510,slow
7089,"[74, 11, 233, 240]",11,test,52511,slow
7090,"[89, 16, 212, 192]",12,val,52512,slow
7094,"[201, 53, 548, 400]",3,train,52720,snake
7095,"[185, 45, 464, 369]",4,train,66515,snake
7096,"[53, 0, 246, 240]",5,train,52711,snake
7098,"[434, 52, 819, 720]",7,train,52712,snake
7099,"[670, 145, 1479, 1061]",8,train,52713,snake
7100,"[150, 4, 528, 480]",9,test,52714,snake
7101,"[30, 0, 300, 240]",10,train,52715,snake
7102,"[72, 9, 218, 192]",11,test,52716,snake
7107,"[211, 54, 546, 400]",3,train,52926,soap
7108,"[193, 42, 474, 370]",4,train,66522,soap
7109,"[53, 0, 249, 240]",5,train,52917,soap
7111,"[421, 55, 820, 720]",7,train,52918,soap
7112,"[770, 59, 1598, 1080]",8,train,52919,soap
7113,"[128, 0, 506, 480]",9,test,52920,soap
7114,"[79, 12, 221, 192]",10,train,52921,soap
7118,"[278, 33, 936, 720]",1,train,69482,soda
7123,"[78, 9, 241, 240]",6,train,53024,soda
7124,"[799, 64, 1657, 1080]",7,train,53025,soda
7125,"[139, 0, 515, 480]",8,train,53026,soda
7126,"[59, 0, 276, 240]",9,test,53027,soda
7127,"[73, 15, 214, 192]",10,train,53028,soda
7129,"[243, 37, 493, 400]",12,val,53030,soda
7131,"[407, 0, 1670, 1080]",1,val,53700,speech
7132,"[721, 57, 1631, 1067]",2,test,53701,speech
7133,"[124, 0, 558, 480]",6,val,53705,speech
7134,"[68, 4, 224, 180]",7,test,53696,speech
7135,"[52, 15, 214, 192]",8,train,53706,speech
7136,"[79, 16, 220, 192]",9,train,53707,speech
7138,"[184, 47, 573, 400]",11,train,53709,speech
7139,"[198, 51, 575, 400]",12,train,53710,speech
7140,"[26, 2, 267, 240]",13,val,53697,speech
7141,"[325, 11, 1690, 1080]",14,train,53698,speech
7142,"[602, 50, 1659, 1069]",15,train,53699,speech
7144,"[72, 6, 235, 192]",1,train,54444,star
7147,"[70, 3, 262, 180]",4,train,54437,star
7149,"[204, 44, 551, 400]",6,train,54447,star
7150,"[34, 4, 271, 240]",7,train,54438,star
7151,"[616, 81, 1424, 1080]",8,train,54439,star
7152,"[68, 0, 592, 480]",9,test,54440,star
7153,"[104, 0, 564, 480]",10,train,54441,star
7154,"[65, 0, 592, 480]",11,test,54442,star
7155,"[67, 0, 227, 192]",12,val,54443,star
7159,"[233, 36, 487, 400]",3,train,54828,stink
7160,"[190, 26, 474, 370]",4,train,66557,stink
7161,"[168, 24, 434, 370]",5,train,66558,stink
7162,"[66, 3, 251, 240]",6,train,54820,stink
7163,"[678, 82, 1610, 1070]",7,train,54821,stink
7164,"[756, 73, 1612, 1066]",8,train,54822,stink
7165,"[124, 0, 528, 480]",9,test,54823,stink
7166,"[84, 14, 261, 240]",10,train,54824,stink
7167,"[68, 10, 210, 192]",11,test,54825,stink
7173,"[196, 23, 508, 370]",4,train,66573,struggle
7174,"[194, 54, 560, 400]",5,train,55308,struggle
7175,"[63, 0, 264, 240]",6,train,55299,struggle
7176,"[441, 47, 1568, 1080]",7,train,55300,struggle
7177,"[461, 51, 1494, 1080]",8,train,55301,struggle
7178,"[98, 4, 663, 540]",9,test,55302,struggle
7179,"[85, 0, 599, 480]",10,train,55303,struggle
7180,"[83, 20, 229, 192]",11,test,55304,struggle
7185,"[167, 48, 555, 400]",3,train,55321,stubborn
7186,"[170, 29, 473, 370]",4,train,66574,stubborn
7188,"[47, 14, 244, 240]",6,train,55313,stubborn
7189,"[378, 56, 799, 720]",7,train,55314,stubborn
7190,"[351, 56, 1492, 1080]",8,train,55315,stubborn
7191,"[75, 0, 537, 480]",9,test,55316,stubborn
7192,"[29, 10, 278, 240]",10,train,55317,stubborn
7193,"[31, 12, 224, 192]",11,test,55318,stubborn
7195,"[125, 25, 481, 370]",0,val,66581,sunset
7199,"[58, 12, 262, 240]",4,train,55854,sunset
7201,"[224, 32, 517, 400]",6,train,55864,sunset
7202,"[234, 42, 1619, 1080]",7,train,55855,sunset
7203,"[128, 30, 1639, 1080]",8,train,55856,sunset
7204,"[142, 0, 584, 480]",9,test,55857,sunset
7205,"[26, 0, 604, 480]",10,train,55858,sunset
7206,"[61, 14, 218, 192]",11,test,55859,sunset
7207,"[61, 13, 222, 192]",12,val,55860,sunset
7209,"[18, 0, 254, 240]",1,train,56087,surgery
7210,"[54, 0, 291, 240]",2,train,56088,surgery
7211,"[68, 16, 216, 192]",3,train,56089,surgery
7215,"[0, 0, 272, 240]",7,train,56081,surgery
7216,"[8, 0, 270, 240]",8,train,56082,surgery
7217,"[428, 51, 810, 720]",9,test,56083,surgery
7218,"[707, 93, 1522, 1080]",10,train,56084,surgery
7219,"[670, 84, 1495, 1080]",11,test,56085,surgery
7220,"[129, 0, 511, 480]",12,val,56086,surgery
7223,"[85, 0, 574, 480]",2,train,57831,there
7224,"[70, 9, 209, 192]",3,train,57832,there
7227,"[53, 0, 279, 240]",6,train,57825,there
7229,"[500, 1, 1364, 1080]",10,train,57826,there
7230,"[622, 53, 1697, 1080]",11,test,57827,there
7231,"[339, 1, 1388, 1078]",12,train,57828,there
7232,"[145, 0, 590, 480]",13,test,57829,there
7233,"[165, 0, 553, 480]",14,val,57830,there
7235,"[331, 34, 1000, 720]",1,train,69510,tiger
7237,"[175, 49, 552, 400]",4,train,58452,tiger
7238,"[162, 31, 476, 370]",5,train,66643,tiger
7240,"[36, 0, 289, 240]",7,train,58444,tiger
7241,"[233, 13, 560, 414]",8,train,58445,tiger
7242,"[630, 79, 1584, 1080]",9,train,58446,tiger
7243,"[446, 90, 1033, 720]",10,test,58447,tiger
7244,"[87, 0, 601, 480]",11,train,58448,tiger
7245,"[101, 0, 557, 480]",12,test,58449,tiger
7246,"[58, 16, 239, 192]",13,val,58450,tiger
7247,"[170, 32, 458, 370]",0,val,66652,toast
7248,"[141, 37, 543, 480]",1,test,58654,toast
7249,"[138, 37, 633, 480]",2,train,58655,toast
7250,"[76, 17, 198, 192]",4,train,58657,toast
7251,"[53, 15, 242, 192]",5,test,58658,toast
7252,"[24, 31, 284, 240]",6,val,58649,toast
7256,"[168, 53, 531, 400]",10,val,58661,toast
7257,"[354, 51, 1784, 1080]",12,train,58651,toast
7258,"[755, 62, 1623, 1080]",13,train,58652,toast
7259,"[364, 14, 813, 480]",14,train,58653,toast
7266,"[157, 51, 544, 400]",6,train,58742,toilet
7267,"[438, 59, 825, 720]",7,train,58732,toilet
7268,"[373, 20, 800, 480]",8,train,58733,toilet
7269,"[126, 0, 528, 480]",9,test,58734,toilet
7270,"[40, 0, 290, 240]",10,train,58735,toilet
7271,"[85, 17, 203, 192]",11,test,58736,toilet
7277,"[135, 34, 468, 370]",4,train,66655,tomorrow
7278,"[169, 52, 528, 400]",5,train,58814,tomorrow
7279,"[55, 0, 269, 240]",6,train,58805,tomorrow
7280,"[394, 48, 799, 720]",7,train,58806,tomorrow
7281,"[450, 11, 1259, 1080]",8,train,58807,tomorrow
7282,"[107, 0, 541, 480]",9,test,58808,tomorrow
7283,"[139, 0, 582, 480]",10,train,58809,tomorrow
7284,"[79, 12, 227, 192]",11,test,58810,tomorrow
7289,"[200, 56, 557, 400]",3,train,59155,town
7290,"[158, 35, 475, 370]",4,val,66661,town
7291,"[82, 11, 250, 180]",5,train,59146,town
7292,"[42, 0, 275, 240]",6,train,59147,town
7293,"[647, 91, 1545, 1080]",7,train,59148,town
7294,"[656, 87, 1559, 1080]",8,train,59149,town
7295,"[641, 71, 1784, 1080]",9,val,59150,town
7296,"[165, 0, 536, 480]",10,train,59151,town
7297,"[43, 9, 282, 240]",11,train,59152,town
7298,"[73, 3, 221, 192]",12,train,59153,town
7300,"[15, 0, 545, 480]",1,train,59372,transfer
7301,"[69, 11, 214, 192]",2,train,59373,transfer
7304,"[114, 34, 453, 370]",5,train,66667,transfer
7306,"[132, 51, 536, 400]",8,train,59378,transfer
7307,"[40, 11, 263, 240]",9,train,59367,transfer
7308,"[397, 62, 815, 720]",10,test,59368,transfer
7309,"[455, 83, 1566, 1080]",11,train,59369,transfer
7310,"[300, 53, 1044, 720]",12,test,59370,transfer
7311,"[80, 0, 549, 480]",13,val,59371,transfer
7315,"[173, 50, 544, 400]",3,train,59555,tree
7316,"[175, 29, 469, 370]",4,train,66673,tree
7317,"[49, 8, 256, 240]",5,train,59546,tree
7319,"[216, 11, 543, 414]",7,train,59547,tree
7320,"[95, 0, 593, 480]",8,train,59548,tree
7321,"[74, 0, 571, 480]",9,test,59549,tree
7322,"[117, 0, 562, 480]",10,train,59550,tree
7323,"[70, 14, 208, 192]",11,test,59551,tree
7330,"[159, 33, 485, 370]",6,train,66677,truck
7331,"[167, 33, 469, 370]",7,train,66678,truck
7332,"[609, 63, 1618, 1069]",8,train,59764,truck
7333,"[192, 52, 556, 400]",9,train,59774,truck
7334,"[98, 26, 527, 480]",10,train,59765,truck
7335,"[127, 0, 576, 480]",11,train,59766,truck
7336,"[121, 9, 511, 360]",12,train,59767,truck
7337,"[87, 22, 220, 192]",13,val,59768,truck
7341,"[148, 53, 556, 400]",3,train,60465,uncle
7342,"[189, 9, 529, 414]",4,train,60457,uncle
7344,"[268, 9, 794, 480]",6,train,60458,uncle
7345,"[559, 130, 1418, 1062]",7,train,60459,uncle
7346,"[80, 0, 515, 480]",8,train,60460,uncle
7347,"[24, 30, 526, 480]",9,test,60461,uncle
7348,"[50, 1, 228, 192]",10,train,60462,uncle
7354,"[164, 49, 560, 400]",3,train,61150,vacation
7355,"[193, 30, 495, 370]",4,train,66715,vacation
7357,"[48, 9, 283, 240]",6,train,61142,vacation
7358,"[379, 53, 856, 720]",7,train,61143,vacation
7359,"[79, 0, 551, 480]",8,train,61144,vacation
7360,"[9, 0, 299, 240]",9,test,61145,vacation
7361,"[63, 11, 229, 192]",10,train,61146,vacation
7365,"[700, 80, 1578, 1078]",1,test,62642,weather
7366,"[133, 0, 520, 480]",2,train,62643,weather
7367,"[66, 7, 215, 192]",4,train,62645,weather
7368,"[69, 15, 221, 192]",5,train,62646,weather
7373,"[179, 51, 555, 400]",10,train,62650,weather
7374,"[56, 8, 242, 180]",11,val,62638,weather
7375,"[405, 55, 812, 720]",12,train,62639,weather
7376,"[704, 37, 1669, 1080]",14,train,62641,weather
7380,"[203, 55, 569, 400]",3,train,62738,weekend
7381,"[202, 28, 482, 370]",4,train,66761,weekend
7382,"[193, 32, 490, 370]",5,train,66760,weekend
7383,"[31, 0, 280, 240]",6,train,62730,weekend
7384,"[677, 137, 1498, 1080]",7,train,62731,weekend
7385,"[196, 11, 1261, 1077]",8,train,62732,weekend
7386,"[610, 137, 1628, 1070]",9,test,62733,weekend
7387,"[98, 0, 552, 480]",10,train,62734,weekend
7388,"[47, 0, 525, 480]",11,test,62735,weekend
7389,"[71, 17, 220, 192]",12,val,62736,weekend
7391,"[205, 38, 513, 370]",2,train,65007,accept
7392,"[442, 82, 1760, 1080]",3,train,00593,accept
7393,"[81, 40, 272, 240]",4,val,00592,accept
7394,"[96, 17, 624, 480]",5,train,00597,accept
7395,"[512, 107, 1397, 1080]",6,train,00594,accept
7396,"[48, 16, 550, 480]",7,train,00598,accept
7397,"[59, 15, 225, 192]",8,train,00599,accept
7398,"[65, 14, 223, 192]",9,val,00600,accept
7401,"[177, 46, 579, 400]",12,train,00603,accept
7403,"[29, 20, 272, 240]",2,val,01211,adult
7404,"[61, 18, 267, 240]",3,train,01212,adult
7405,"[35, 0, 220, 192]",5,train,01214,adult
7407,"[148, 26, 444, 370]",8,val,65024,adult
7408,"[83, 10, 237, 180]",9,train,01206,adult
7410,"[198, 36, 500, 400]",12,train,01217,adult
7411,"[36, 5, 250, 240]",13,train,01207,adult
7412,"[49, 5, 252, 240]",14,train,01208,adult
7413,"[620, 70, 1619, 1070]",15,train,01209,adult
7417,"[169, 27, 497, 370]",5,val,65030,after
7418,"[67, 21, 273, 240]",6,train,01418,after
7420,"[232, 38, 508, 400]",8,train,01428,after
7421,"[395, 52, 816, 720]",9,train,01419,after
7422,"[601, 70, 1537, 1080]",10,val,01420,after
7423,"[770, 72, 1645, 1079]",11,test,01421,after
7424,"[92, 20, 611, 480]",12,test,01422,after
7425,"[17, 31, 572, 476]",13,train,01423,after
7427,"[67, 14, 216, 192]",1,train,01557,ago
7428,"[57, 8, 219, 192]",2,train,01558,ago
7429,"[43, 3, 212, 192]",4,val,01560,ago
7430,"[34, 0, 218, 192]",5,train,01561,ago
7432,"[179, 48, 556, 399]",8,train,01564,ago
7433,"[53, 12, 251, 240]",9,train,01552,ago
7434,"[570, 98, 1535, 1080]",10,val,01553,ago
7435,"[108, 23, 514, 480]",11,test,01554,ago
7436,"[91, 0, 491, 360]",12,test,01555,ago
7437,"[65, 9, 219, 192]",13,train,01556,ago
7440,"[208, 38, 526, 400]",2,train,02052,allow
7441,"[169, 0, 503, 370]",3,val,65052,allow
7442,"[182, 15, 507, 370]",4,train,65053,allow
7443,"[192, 40, 493, 370]",5,train,65054,allow
7444,"[50, 4, 277, 240]",6,train,02045,allow
7445,"[67, 17, 561, 480]",7,train,02046,allow
7446,"[120, 2, 582, 480]",8,val,02047,allow
7447,"[75, 18, 217, 192]",9,test,02048,allow
7448,"[72, 15, 219, 192]",10,test,02049,allow
7452,"[198, 47, 551, 400]",2,train,02356,america
7453,"[213, 30, 475, 370]",3,val,65064,america
7455,"[70, 14, 236, 180]",5,train,02349,america
7456,"[597, 124, 1588, 1072]",6,train,02350,america
7457,"[92, 17, 604, 480]",7,train,02351,america
7458,"[135, 0, 550, 480]",8,val,02352,america
7459,"[59, 9, 223, 192]",9,test,02353,america
7464,"[90, 30, 659, 400]",2,train,02548,angel
7465,"[149, 29, 571, 370]",3,val,65071,angel
7467,"[31, 3, 275, 240]",5,train,02540,angel
7468,"[460, 45, 1654, 1080]",6,train,02541,angel
7469,"[0, 10, 624, 480]",7,train,02542,angel
7470,"[33, 12, 627, 480]",8,val,02543,angel
7471,"[47, 9, 274, 192]",9,test,02544,angel
7472,"[40, 11, 279, 192]",10,test,02545,angel
7476,"[227, 35, 551, 400]",2,train,02718,answer
7477,"[197, 40, 484, 370]",3,val,65076,answer
7478,"[78, 4, 230, 180]",4,train,02710,answer
7479,"[55, 0, 265, 240]",5,train,02711,answer
7480,"[852, 65, 1633, 1080]",6,train,02712,answer
7481,"[131, 19, 563, 480]",7,train,02713,answer
7482,"[129, 2, 563, 480]",8,val,02714,answer
7483,"[73, 14, 208, 192]",9,test,02715,answer
7487,"[492, 68, 1371, 1080]",1,train,69212,any
7489,"[200, 0, 546, 370]",3,val,65079,any
7490,"[63, 17, 525, 480]",4,train,02826,any
7491,"[54, 0, 475, 480]",5,train,02827,any
7492,"[68, 19, 210, 192]",6,train,02828,any
7497,"[184, 36, 491, 400]",11,train,02833,any
7498,"[175, 3, 478, 370]",0,test,65091,area
7500,"[74, 15, 239, 192]",2,train,03240,area
7502,"[66, 7, 253, 240]",6,train,03234,area
7505,"[175, 50, 534, 400]",9,train,03246,area
7506,"[756, 75, 1598, 1080]",10,train,03235,area
7507,"[626, 73, 1572, 1080]",12,val,03237,area
7508,"[86, 24, 524, 480]",13,train,03238,area
7509,"[0, 0, 549, 480]",14,val,03239,area
7513,"[239, 34, 526, 400]",3,val,03486,art
7514,"[174, 15, 461, 370]",4,train,65097,art
7515,"[64, 10, 255, 240]",5,train,03478,art
7517,"[431, 60, 819, 720]",7,train,03479,art
7518,"[587, 64, 1557, 1080]",8,val,03480,art
7519,"[140, 21, 586, 480]",9,test,03481,art
7520,"[81, 16, 473, 480]",11,test,03483,art
7521,"[71, 17, 216, 192]",12,train,03484,art
7527,"[43, 0, 235, 240]",6,train,03634,asl
7528,"[214, 16, 522, 414]",7,train,03635,asl
7529,"[81, 12, 533, 480]",9,train,03637,asl
7530,"[69, 11, 223, 192]",10,val,03638,asl
7533,"[180, 49, 562, 400]",14,train,03642,asl
7536,"[185, 49, 547, 400]",2,train,04176,aunt
7537,"[155, 0, 483, 370]",3,val,65110,aunt
7538,"[55, 4, 256, 240]",4,train,04168,aunt
7539,"[203, 16, 514, 414]",5,train,04169,aunt
7540,"[360, 13, 764, 480]",6,train,04170,aunt
7541,"[99, 20, 509, 480]",7,train,04171,aunt
7542,"[65, 0, 514, 480]",8,val,04172,aunt
7543,"[59, 10, 221, 192]",9,test,04173,aunt
7549,"[178, 7, 483, 370]",4,val,65118,awful
7550,"[27, 2, 285, 240]",5,train,04424,awful
7551,"[188, 47, 579, 400]",6,train,04434,awful
7552,"[381, 52, 791, 720]",7,train,04425,awful
7553,"[591, 52, 1596, 1080]",8,train,04426,awful
7554,"[98, 28, 538, 480]",9,val,04427,awful
7555,"[117, 8, 451, 360]",10,test,04428,awful
7556,"[70, 14, 223, 192]",11,test,04429,awful
7557,"[71, 16, 212, 192]",12,train,04430,awful
7562,"[174, 48, 582, 400]",4,train,04446,awkward
7563,"[34, 4, 285, 240]",5,train,04437,awkward
7564,"[701, 129, 1664, 1078]",6,train,04438,awkward
7565,"[447, 55, 1539, 1080]",7,train,04439,awkward
7566,"[666, 87, 1574, 1080]",8,val,04440,awkward
7567,"[88, 20, 535, 480]",9,test,04441,awkward
7568,"[97, 9, 624, 480]",10,test,04442,awkward
7569,"[58, 22, 219, 192]",11,train,04443,awkward
7572,"[160, 51, 531, 400]",2,train,04687,bacon
7573,"[199, 40, 480, 370]",3,val,65124,bacon
7575,"[54, 10, 267, 240]",5,train,04679,bacon
7576,"[388, 61, 843, 720]",6,train,04680,bacon
7577,"[448, 127, 1707, 1075]",7,train,04681,bacon
7578,"[83, 23, 615, 480]",8,val,04682,bacon
7579,"[44, 8, 273, 240]",9,test,04683,bacon
7580,"[84, 15, 235, 192]",10,test,04684,bacon
7582,"[196, 37, 493, 370]",0,train,65139,bark
7583,"[120, 2, 504, 480]",1,train,05111,bark
7584,"[74, 16, 203, 192]",3,train,05113,bark
7585,"[79, 18, 208, 192]",4,val,05114,bark
7589,"[182, 53, 559, 400]",9,train,05118,bark
7590,"[405, 59, 816, 720]",11,val,05107,bark
7591,"[721, 16, 1920, 1080]",12,test,05108,bark
7592,"[581, 49, 1629, 1076]",13,test,05109,bark
7593,"[66, 25, 523, 480]",14,train,05110,bark
7598,"[127, 15, 468, 370]",4,train,65164,bedroom
7600,"[173, 51, 534, 400]",6,train,05661,bedroom
7601,"[39, 12, 287, 240]",7,train,05652,bedroom
7602,"[388, 55, 815, 720]",8,val,05653,bedroom
7603,"[78, 23, 562, 480]",9,test,05654,bedroom
7604,"[123, 14, 541, 480]",10,test,05655,bedroom
7605,"[75, 19, 215, 192]",11,train,05656,bedroom
7607,"[62, 10, 212, 192]",1,train,05712,beer
7609,"[217, 30, 460, 370]",4,val,65166,beer
7610,"[59, 12, 251, 240]",5,train,05705,beer
7612,"[174, 51, 525, 400]",7,train,05715,beer
7613,"[56, 0, 257, 240]",8,train,05706,beer
7614,"[593, 55, 1595, 1078]",9,val,05707,beer
7615,"[654, 113, 1545, 1074]",10,test,05708,beer
7616,"[99, 29, 519, 480]",11,test,05709,beer
7617,"[38, 19, 285, 240]",12,train,05711,beer
7620,"[163, 51, 557, 400]",2,train,05931,belt
7621,"[138, 7, 523, 370]",3,val,65173,belt
7622,"[34, 0, 287, 240]",4,train,05923,belt
7624,"[423, 71, 871, 720]",6,train,05924,belt
7625,"[558, 140, 1461, 1066]",7,train,05925,belt
7626,"[119, 68, 569, 480]",8,val,05926,belt
7627,"[64, 0, 511, 480]",9,test,05927,belt
7628,"[88, 23, 209, 192]",10,test,05928,belt
7631,"[233, 19, 1015, 720]",1,train,69231,big
7632,"[57, 9, 232, 192]",3,train,06199,big
7633,"[36, 7, 235, 192]",4,val,06200,big
7634,"[144, 24, 530, 370]",6,train,65182,big
7635,"[168, 25, 499, 370]",7,train,65183,big
7636,"[0, 8, 318, 240]",8,train,06192,big
7637,"[153, 51, 561, 400]",9,train,06202,big
7638,"[388, 66, 1505, 1080]",10,val,06193,big
7639,"[128, 9, 578, 480]",11,test,06194,big
7640,"[73, 12, 527, 360]",12,test,06195,big
7641,"[67, 3, 586, 480]",13,train,06196,big
7643,"[67, 17, 224, 192]",1,train,06435,bitter
7644,"[80, 14, 221, 192]",2,train,06436,bitter
7646,"[59, 0, 239, 240]",4,train,06428,bitter
7648,"[157, 52, 516, 400]",6,train,06439,bitter
7649,"[430, 60, 806, 720]",7,train,06429,bitter
7650,"[375, 19, 802, 480]",8,val,06430,bitter
7651,"[376, 21, 805, 480]",9,test,06431,bitter
7652,"[127, 0, 508, 480]",10,test,06432,bitter
7653,"[40, 0, 507, 480]",11,train,06433,bitter
7655,"[384, 44, 895, 720]",1,train,69242,both
7658,"[200, 39, 478, 370]",4,train,65233,both
7659,"[426, 53, 805, 720]",5,train,07271,both
7660,"[79, 17, 547, 480]",6,train,07272,both
7661,"[90, 5, 526, 480]",7,train,07273,both
7662,"[68, 11, 212, 192]",8,val,07274,both
7665,"[214, 39, 481, 400]",11,train,07277,both
7667,"[191, 27, 975, 720]",1,test,69256,cake
7669,"[183, 51, 561, 400]",4,val,08621,cake
7670,"[170, 15, 464, 370]",5,val,65285,cake
7671,"[164, 15, 468, 370]",6,train,65286,cake
7672,"[46, 3, 257, 240]",7,train,08612,cake
7674,"[466, 76, 1626, 1080]",9,train,08613,cake
7675,"[68, 17, 527, 480]",10,train,08614,cake
7676,"[23, 4, 520, 480]",11,train,08615,cake
7677,"[56, 7, 214, 192]",13,train,08618,cake
7679,"[46, 5, 208, 192]",1,train,08676,california
7680,"[50, 9, 217, 192]",2,train,08677,california
7681,"[171, 34, 456, 370]",4,val,65289,california
7683,"[118, 53, 544, 400]",6,train,08680,california
7684,"[46, 0, 246, 240]",7,train,08670,california
7685,"[658, 37, 1746, 1080]",8,train,08671,california
7686,"[725, 44, 1697, 1080]",9,val,08672,california
7687,"[801, 60, 1722, 1064]",10,test,08673,california
7688,"[63, 14, 606, 480]",11,test,08674,california
7689,"[120, 0, 519, 480]",12,train,08675,california
7692,"[165, 53, 543, 400]",2,train,08849,canada
7693,"[169, 16, 466, 370]",3,val,65295,canada
7695,"[19, 0, 243, 240]",5,train,08841,canada
7696,"[344, 51, 836, 720]",6,train,08842,canada
7697,"[458, 103, 1460, 1080]",7,train,08843,canada
7698,"[13, 17, 526, 480]",8,val,08844,canada
7699,"[63, 13, 257, 240]",9,test,08845,canada
7700,"[65, 4, 212, 192]",10,test,08846,canada
7702,"[303, 31, 916, 720]",0,train,69259,carrot
7703,"[132, 19, 466, 370]",1,train,65308,carrot
7704,"[88, 26, 518, 480]",2,train,09311,carrot
7705,"[45, 21, 320, 240]",3,val,09312,carrot
7707,"[44, 0, 266, 240]",6,train,09305,carrot
7709,"[43, 0, 272, 240]",10,train,09306,carrot
7710,"[399, 57, 808, 720]",11,val,09307,carrot
7711,"[675, 85, 1612, 1072]",12,test,09308,carrot
7712,"[338, 29, 1026, 717]",13,test,09309,carrot
7713,"[487, 36, 1559, 1080]",14,train,09310,carrot
7716,"[226, 40, 475, 400]",2,train,09580,cause
7717,"[183, 17, 477, 370]",3,val,65319,cause
7718,"[50, 0, 278, 240]",4,train,09572,cause
7720,"[755, 53, 1673, 1080]",6,train,09573,cause
7721,"[89, 22, 514, 480]",7,train,09574,cause
7722,"[73, 0, 555, 480]",8,val,09575,cause
7723,"[57, 12, 225, 192]",9,test,09576,cause
7728,"[169, 52, 586, 400]",2,train,09900,challenge
7729,"[169, 15, 500, 370]",3,val,65329,challenge
7731,"[29, 0, 297, 240]",5,train,09892,challenge
7732,"[872, 58, 1830, 1078]",6,train,09893,challenge
7733,"[87, 23, 579, 480]",7,train,09894,challenge
7734,"[28, 0, 594, 480]",8,val,09895,challenge
7735,"[44, 5, 241, 192]",9,test,09896,challenge
7741,"[170, 15, 469, 370]",3,val,65340,cheap
7742,"[168, 53, 546, 400]",4,train,10144,cheap
7743,"[33, 0, 246, 240]",5,train,10135,cheap
7744,"[376, 50, 800, 720]",6,train,10136,cheap
7745,"[444, 16, 1102, 720]",7,train,10137,cheap
7746,"[106, 12, 528, 480]",8,val,10138,cheap
7747,"[64, 0, 543, 480]",9,test,10139,cheap
7748,"[100, 0, 549, 480]",10,test,10140,cheap
7749,"[58, 12, 211, 192]",11,train,10141,cheap
7752,"[178, 58, 558, 400]",2,train,10587,chocolate
7753,"[154, 16, 478, 370]",3,val,65354,chocolate
7754,"[76, 33, 253, 240]",4,train,10579,chocolate
7756,"[330, 56, 1554, 1080]",6,train,10580,chocolate
7757,"[98, 19, 550, 480]",7,train,10581,chocolate
7758,"[48, 0, 297, 240]",8,val,10582,chocolate
7759,"[66, 8, 212, 192]",9,test,10583,chocolate
7764,"[186, 53, 547, 400]",2,train,11042,clean
7765,"[159, 17, 466, 370]",3,val,65365,clean
7766,"[177, 16, 533, 414]",4,train,11034,clean
7767,"[450, 79, 1487, 1080]",5,train,11035,clean
7768,"[349, 14, 824, 480]",6,train,11036,clean
7769,"[51, 22, 572, 480]",7,train,11037,clean
7770,"[116, 0, 482, 360]",8,val,11038,clean
7771,"[66, 0, 553, 480]",9,test,11039,clean
7772,"[64, 15, 218, 192]",10,test,11040,clean
7775,"[51, 0, 236, 192]",1,test,11364,cloud
7776,"[132, 33, 560, 400]",2,val,11365,cloud
7779,"[59, 2, 236, 180]",5,train,11357,cloud
7780,"[0, 0, 320, 240]",6,train,11358,cloud
7781,"[276, 0, 1882, 1080]",7,train,11359,cloud
7782,"[450, 18, 1658, 1080]",8,train,11360,cloud
7783,"[497, 0, 1920, 1080]",9,train,11361,cloud
7784,"[102, 0, 582, 480]",10,train,11362,cloud
7785,"[15, 0, 633, 480]",11,train,11363,cloud
7788,"[197, 43, 504, 400]",2,train,12122,compare
7789,"[161, 24, 459, 370]",3,val,65386,compare
7790,"[71, 9, 233, 180]",4,train,12113,compare
